Teams,Seasons,Players,Nationality,Position,Matches,Goals,Assists,Seasons Ratings
Villarreal,2022/2023,Alex Baena,Spain,Forward (Winger),48,12,3,7.1
Girona,2021/2022,Alex Baena,Spain,Forward (Winger),45,5,6,7
Villarreal,2020/2021,Alex Baena,Spain,Forward (Winger),20,2,3,6.8
Villarreal,2019/2020,Alex Baena,Spain,Forward (Winger),2,0,2,5.7
Real Madrid,2023/2024,Joselu,Spain,Forward (Striker),49,18,3,7
Espanyol,2022/2023,Joselu,Spain,Forward (Striker),38,17,3,7.2
Deportivo Alaves,2021/2022,Joselu,Spain,Forward (Striker),38,14,4,7.2
Deportivo Alaves,2020/2021,Joselu,Spain,Forward (Striker),38,11,3,7.2
Deportivo Alaves,2019/2020,Joselu,Spain,Forward (Striker),37,11,2,6.9
Newcastle,2018/2019,Joselu,Spain,Forward (Striker),20,3,1,6.3
Newcastle,2017/2018,Joselu,Spain,Forward (Striker),32,4,1,6.5
Deportivo La Coruna,2016/2017,Joselu,Spain,Forward (Striker),24,6,1,6.5
Athletic Club,2023/2024,Nico Williams,Spain,Forward (Winger),37,8,16,7.4
Athletic Club,2022/2023,Nico Williams,Spain,Forward (Winger),43,9,4,7.1
Athletic Club,2021/2022,Nico Williams,Spain,Forward (Winger),40,3,1,6.6
Athletic Club,2020/2021,Nico Williams,Spain,Forward (Winger),2,0,0,6.4
Real Sociedad,2023/2024,Mikel Oyarzabal,Spain,Forward (Winger),44,14,3,6.9
Real Sociedad,2022/2023,Mikel Oyarzabal,Spain,Forward (Winger),28,4,1,6.5
Real Sociedad,2021/2022,Mikel Oyarzabal,Spain,Forward (Winger),33,15,4,7.2
Real Sociedad,2020/2021,Mikel Oyarzabal,Spain,Forward (Winger),43,13,10,7.1
Real Sociedad,2019/2020,Mikel Oyarzabal,Spain,Forward (Winger),45,13,13,7.1
Real Sociedad,2018/2019,Mikel Oyarzabal,Spain,Forward (Winger),41,14,2,6.7
Real Sociedad,2017/2018,Mikel Oyarzabal,Spain,Forward (Winger),43,14,6,7
Real Sociedad,2016/2017,Mikel Oyarzabal,Spain,Forward (Winger),43,4,8,6.6
